category,date_time,headline,link
entertainment," July 17, 2020  1:12:34 pm",First of Many: Hina Khan revisits Yeh Rishta Kya Kehlata Hai,https://indianexpress.com/article/entertainment/television/hina-khan-yeh-rishta-kya-kehlata-hai-akshara-6477445/
entertainment," July 15, 2020  9:26:59 am",Mythbusters star Grant Imahara dies from brain aneurysm,https://indianexpress.com/article/entertainment/television/mythbusters-star-grant-imahara-dies-from-brain-aneurysm6506523/
entertainment," July 15, 2020  9:19:23 am","Jimmy Fallon is back to Tonight show stage, sans audience",https://indianexpress.com/article/entertainment/television/jimmy-fallon-tonight-show-return-to-studio-sans-audience-6506488/
entertainment," July 15, 2020  9:06:00 am",Your presence is still felt so strongly: Shweta Singh Kirti on Sushant Singh Rajput,https://indianexpress.com/article/entertainment/bollywood/shweta-singh-kirti-on-sushant-singh-rajput-your-presence-is-felt-strongly-6506477/
entertainment," July 15, 2020  8:52:39 am",Telluride Film Festival cancelled due to pandemic,https://indianexpress.com/article/entertainment/hollywood/telluride-film-festival-canceled-due-to-pandemic-6506432/
entertainment," July 15, 2020  8:34:47 am",Autopsy confirms Naya Rivera’s death was accidental drowning,https://indianexpress.com/article/entertainment/television/autopsy-confirms-naya-rivera-death-was-accidental-drowning-6506409/
entertainment," July 14, 2020  7:39:05 pm","From using masks to sanitisers, television shows highlight COVID-19 precautionary measures",https://indianexpress.com/article/entertainment/television/tv-shows-sanitisers-mask-on-air-safety-measures-coronavirus-6505563/
entertainment," July 14, 2020  7:27:10 pm","Lord of the Rings series will be ‘incredible’, says Will Poulter",https://indianexpress.com/article/entertainment/web-series/lord-of-the-rings-series-will-poulter-amazon-prime-video-6505688/
entertainment," July 14, 2020  7:14:30 pm",Sonam Kapoor travels to London amid coronavirus pandemic,https://indianexpress.com/article/entertainment/bollywood/sonam-kapoor-travels-to-london-amid-coronavirus-pandemic-6505663/
entertainment," July 14, 2020  6:54:59 pm",How a song recorded for Gulzar gave birth to Vishal Bhardwaj’s music label,https://indianexpress.com/article/entertainment/music/this-is-how-vishal-bhardwaj-music-label-was-born-6505624/
